day_key,actual_date,day_of_month,month,quarter,year
553,2000-07-06,6,7,2,2000
554,2000-07-07,7,7,2,2000
555,2000-07-08,8,7,2,2000
556,2000-07-09,9,7,2,2000
557,2000-07-10,10,7,2,2000
558,2000-07-11,11,7,2,2000
559,2000-07-12,12,7,2,2000
560,2000-07-13,13,7,2,2000
561,2000-07-14,14,7,2,2000
562,2000-07-15,15,7,2,2000
563,2000-07-16,16,7,2,2000
564,2000-07-17,17,7,2,2000
565,2000-07-18,18,7,2,2000
566,2000-07-19,19,7,2,2000
567,2000-07-20,20,7,2,2000
568,2000-07-21,21,7,2,2000
569,2000-07-22,22,7,2,2000
570,2000-07-23,23,7,2,2000
571,2000-07-24,24,7,2,2000
572,2000-07-25,25,7,2,2000
573,2000-07-26,26,7,2,2000
574,2000-07-27,27,7,2,2000
575,2000-07-28,28,7,2,2000
576,2000-07-29,29,7,2,2000
577,2000-07-30,30,7,2,2000
578,2000-07-31,31,7,2,2000
579,2000-08-01,1,8,3,2000
580,2000-08-02,2,8,3,2000
581,2000-08-03,3,8,3,2000
582,2000-08-04,4,8,3,2000
583,2000-08-05,5,8,3,2000
584,2000-08-06,6,8,3,2000
585,2000-08-07,7,8,3,2000
586,2000-08-08,8,8,3,2000
587,2000-08-09,9,8,3,2000
588,2000-08-10,10,8,3,2000
589,2000-08-11,11,8,3,2000
590,2000-08-12,12,8,3,2000
591,2000-08-13,13,8,3,2000
592,2000-08-14,14,8,3,2000
593,2000-08-15,15,8,3,2000
594,2000-08-16,16,8,3,2000
595,2000-08-17,17,8,3,2000
596,2000-08-18,18,8,3,2000
597,2000-08-19,19,8,3,2000
598,2000-08-20,20,8,3,2000
599,2000-08-21,21,8,3,2000
600,2000-08-22,22,8,3,2000
601,2000-08-23,23,8,3,2000
602,2000-08-24,24,8,3,2000
603,2000-08-25,25,8,3,2000
604,2000-08-26,26,8,3,2000
605,2000-08-27,27,8,3,2000
606,2000-08-28,28,8,3,2000
607,2000-08-29,29,8,3,2000
608,2000-08-30,30,8,3,2000
609,2000-08-31,31,8,3,2000
610,2000-09-01,1,9,3,2000
611,2000-09-02,2,9,3,2000
612,2000-09-03,3,9,3,2000
613,2000-09-04,4,9,3,2000
614,2000-09-05,5,9,3,2000
615,2000-09-06,6,9,3,2000
616,2000-09-07,7,9,3,2000
617,2000-09-08,8,9,3,2000
618,2000-09-09,9,9,3,2000
619,2000-09-10,10,9,3,2000
620,2000-09-11,11,9,3,2000
621,2000-09-12,12,9,3,2000
622,2000-09-13,13,9,3,2000
623,2000-09-14,14,9,3,2000
624,2000-09-15,15,9,3,2000
625,2000-09-16,16,9,3,2000
626,2000-09-17,17,9,3,2000
627,2000-09-18,18,9,3,2000
628,2000-09-19,19,9,3,2000
629,2000-09-20,20,9,3,2000
630,2000-09-21,21,9,3,2000
631,2000-09-22,22,9,3,2000
632,2000-09-23,23,9,3,2000
633,2000-09-24,24,9,3,2000
634,2000-09-25,25,9,3,2000
635,2000-09-26,26,9,3,2000
636,2000-09-27,27,9,3,2000
637,2000-09-28,28,9,3,2000
638,2000-09-29,29,9,3,2000
639,2000-09-30,30,9,3,2000
640,2000-10-01,1,10,3,2000
641,2000-10-02,2,10,3,2000
642,2000-10-03,3,10,3,2000
643,2000-10-04,4,10,3,2000
644,2000-10-05,5,10,3,2000
645,2000-10-06,6,10,3,2000
646,2000-10-07,7,10,3,2000
647,2000-10-08,8,10,3,2000
648,2000-10-09,9,10,3,2000
649,2000-10-10,10,10,3,2000
650,2000-10-11,11,10,3,2000
651,2000-10-12,12,10,3,2000
652,2000-10-13,13,10,3,2000
653,2000-10-14,14,10,3,2000
654,2000-10-15,15,10,3,2000
655,2000-10-16,16,10,3,2000
656,2000-10-17,17,10,3,2000
657,2000-10-18,18,10,3,2000
658,2000-10-19,19,10,3,2000
659,2000-10-20,20,10,3,2000
660,2000-10-21,21,10,3,2000
661,2000-10-22,22,10,3,2000
662,2000-10-23,23,10,3,2000
663,2000-10-24,24,10,3,2000
664,2000-10-25,25,10,3,2000
665,2000-10-26,26,10,3,2000
666,2000-10-27,27,10,3,2000
667,2000-10-28,28,10,3,2000
668,2000-10-29,29,10,3,2000
669,2000-10-30,30,10,3,2000
670,2000-10-31,31,10,3,2000
671,2000-11-01,1,11,3,2000
672,2000-11-02,2,11,3,2000
673,2000-11-03,3,11,3,2000
674,2000-11-04,4,11,3,2000
675,2000-11-05,5,11,3,2000
676,2000-11-06,6,11,3,2000
677,2000-11-07,7,11,3,2000
678,2000-11-08,8,11,3,2000
679,2000-11-09,9,11,3,2000
680,2000-11-10,10,11,3,2000
681,2000-11-11,11,11,3,2000
682,2000-11-12,12,11,3,2000
683,2000-11-13,13,11,3,2000
684,2000-11-14,14,11,3,2000
685,2000-11-15,15,11,3,2000
686,2000-11-16,16,11,3,2000
687,2000-11-17,17,11,3,2000
688,2000-11-18,18,11,3,2000
689,2000-11-19,19,11,3,2000
690,2000-11-20,20,11,3,2000
691,2000-11-21,21,11,3,2000
692,2000-11-22,22,11,3,2000
693,2000-11-23,23,11,3,2000
694,2000-11-24,24,11,3,2000
695,2000-11-25,25,11,3,2000
696,2000-11-26,26,11,3,2000
697,2000-11-27,27,11,3,2000
698,2000-11-28,28,11,3,2000
699,2000-11-29,29,11,3,2000
700,2000-11-30,30,11,3,2000
701,2000-12-01,1,12,4,2000
702,2000-12-02,2,12,4,2000
703,2000-12-03,3,12,4,2000
704,2000-12-04,4,12,4,2000
705,2000-12-05,5,12,4,2000
706,2000-12-06,6,12,4,2000
707,2000-12-07,7,12,4,2000
708,2000-12-08,8,12,4,2000
709,2000-12-09,9,12,4,2000
710,2000-12-10,10,12,4,2000
711,2000-12-11,11,12,4,2000
712,2000-12-12,12,12,4,2000
713,2000-12-13,13,12,4,2000
714,2000-12-14,14,12,4,2000
715,2000-12-15,15,12,4,2000
716,2000-12-16,16,12,4,2000
717,2000-12-17,17,12,4,2000
718,2000-12-18,18,12,4,2000
719,2000-12-19,19,12,4,2000
720,2000-12-20,20,12,4,2000
721,2000-12-21,21,12,4,2000
722,2000-12-22,22,12,4,2000
723,2000-12-23,23,12,4,2000
724,2000-12-24,24,12,4,2000
725,2000-12-25,25,12,4,2000
726,2000-12-26,26,12,4,2000
727,2000-12-27,27,12,4,2000
728,2000-12-28,28,12,4,2000
729,2000-12-29,29,12,4,2000
730,2000-12-30,30,12,4,2000
731,2000-12-31,31,12,4,2000
732,2001-01-01,1,1,1,2001
733,2001-01-02,2,1,1,2001
734,2001-01-03,3,1,1,2001
735,2001-01-04,4,1,1,2001
736,2001-01-05,5,1,1,2001
737,2001-01-06,6,1,1,2001
738,2001-01-07,7,1,1,2001
739,2001-01-08,8,1,1,2001
740,2001-01-09,9,1,1,2001
741,2001-01-10,10,1,1,2001
742,2001-01-11,11,1,1,2001
743,2001-01-12,12,1,1,2001
744,2001-01-13,13,1,1,2001
745,2001-01-14,14,1,1,2001
746,2001-01-15,15,1,1,2001
747,2001-01-16,16,1,1,2001
748,2001-01-17,17,1,1,2001
749,2001-01-18,18,1,1,2001
750,2001-01-19,19,1,1,2001
751,2001-01-20,20,1,1,2001
752,2001-01-21,21,1,1,2001
753,2001-01-22,22,1,1,2001
754,2001-01-23,23,1,1,2001
755,2001-01-24,24,1,1,2001
756,2001-01-25,25,1,1,2001
757,2001-01-26,26,1,1,2001
758,2001-01-27,27,1,1,2001
759,2001-01-28,28,1,1,2001
760,2001-01-29,29,1,1,2001
761,2001-01-30,30,1,1,2001
762,2001-01-31,31,1,1,2001
763,2001-02-01,1,2,1,2001
764,2001-02-02,2,2,1,2001
765,2001-02-03,3,2,1,2001
766,2001-02-04,4,2,1,2001
767,2001-02-05,5,2,1,2001
768,2001-02-06,6,2,1,2001
769,2001-02-07,7,2,1,2001
770,2001-02-08,8,2,1,2001
771,2001-02-09,9,2,1,2001
772,2001-02-10,10,2,1,2001
773,2001-02-11,11,2,1,2001
774,2001-02-12,12,2,1,2001
775,2001-02-13,13,2,1,2001
776,2001-02-14,14,2,1,2001
777,2001-02-15,15,2,1,2001
778,2001-02-16,16,2,1,2001
779,2001-02-17,17,2,1,2001
780,2001-02-18,18,2,1,2001
781,2001-02-19,19,2,1,2001
782,2001-02-20,20,2,1,2001
783,2001-02-21,21,2,1,2001
784,2001-02-22,22,2,1,2001
785,2001-02-23,23,2,1,2001
786,2001-02-24,24,2,1,2001
787,2001-02-25,25,2,1,2001
788,2001-02-26,26,2,1,2001
789,2001-02-27,27,2,1,2001
790,2001-02-28,28,2,1,2001
791,2001-03-01,1,3,1,2001
792,2001-03-02,2,3,1,2001
793,2001-03-03,3,3,1,2001
794,2001-03-04,4,3,1,2001
795,2001-03-05,5,3,1,2001
796,2001-03-06,6,3,1,2001
797,2001-03-07,7,3,1,2001
798,2001-03-08,8,3,1,2001
799,2001-03-09,9,3,1,2001
800,2001-03-10,10,3,1,2001
801,2001-03-11,11,3,1,2001
802,2001-03-12,12,3,1,2001
803,2001-03-13,13,3,1,2001
804,2001-03-14,14,3,1,2001
805,2001-03-15,15,3,1,2001
806,2001-03-16,16,3,1,2001
807,2001-03-17,17,3,1,2001
808,2001-03-18,18,3,1,2001
809,2001-03-19,19,3,1,2001
810,2001-03-20,20,3,1,2001
811,2001-03-21,21,3,1,2001
812,2001-03-22,22,3,1,2001
813,2001-03-23,23,3,1,2001
814,2001-03-24,24,3,1,2001
815,2001-03-25,25,3,1,2001
816,2001-03-26,26,3,1,2001
817,2001-03-27,27,3,1,2001
818,2001-03-28,28,3,1,2001
819,2001-03-29,29,3,1,2001
820,2001-03-30,30,3,1,2001
821,2001-03-31,31,3,1,2001
822,2001-04-01,1,4,2,2001
823,2001-04-02,2,4,2,2001
824,2001-04-03,3,4,2,2001
825,2001-04-04,4,4,2,2001
826,2001-04-05,5,4,2,2001
827,2001-04-06,6,4,2,2001
828,2001-04-07,7,4,2,2001
829,2001-04-08,8,4,2,2001
830,2001-04-09,9,4,2,2001
831,2001-04-10,10,4,2,2001
832,2001-04-11,11,4,2,2001
833,2001-04-12,12,4,2,2001
834,2001-04-13,13,4,2,2001
835,2001-04-14,14,4,2,2001
836,2001-04-15,15,4,2,2001
837,2001-04-16,16,4,2,2001
838,2001-04-17,17,4,2,2001
839,2001-04-18,18,4,2,2001
840,2001-04-19,19,4,2,2001
841,2001-04-20,20,4,2,2001
842,2001-04-21,21,4,2,2001
843,2001-04-22,22,4,2,2001
844,2001-04-23,23,4,2,2001
845,2001-04-24,24,4,2,2001
846,2001-04-25,25,4,2,2001
847,2001-04-26,26,4,2,2001
848,2001-04-27,27,4,2,2001
849,2001-04-28,28,4,2,2001
850,2001-04-29,29,4,2,2001
851,2001-04-30,30,4,2,2001
852,2001-05-01,1,5,2,2001
853,2001-05-02,2,5,2,2001
854,2001-05-03,3,5,2,2001
855,2001-05-04,4,5,2,2001
856,2001-05-05,5,5,2,2001
857,2001-05-06,6,5,2,2001
858,2001-05-07,7,5,2,2001
859,2001-05-08,8,5,2,2001
860,2001-05-09,9,5,2,2001
861,2001-05-10,10,5,2,2001
862,2001-05-11,11,5,2,2001
863,2001-05-12,12,5,2,2001
864,2001-05-13,13,5,2,2001
865,2001-05-14,14,5,2,2001
866,2001-05-15,15,5,2,2001
867,2001-05-16,16,5,2,2001
868,2001-05-17,17,5,2,2001
869,2001-05-18,18,5,2,2001
870,2001-05-19,19,5,2,2001
871,2001-05-20,20,5,2,2001
872,2001-05-21,21,5,2,2001
873,2001-05-22,22,5,2,2001
874,2001-05-23,23,5,2,2001
875,2001-05-24,24,5,2,2001
876,2001-05-25,25,5,2,2001
877,2001-05-26,26,5,2,2001
878,2001-05-27,27,5,2,2001
879,2001-05-28,28,5,2,2001
880,2001-05-29,29,5,2,2001
881,2001-05-30,30,5,2,2001
882,2001-05-31,31,5,2,2001
883,2001-06-01,1,6,2,2001
884,2001-06-02,2,6,2,2001
885,2001-06-03,3,6,2,2001
886,2001-06-04,4,6,2,2001
887,2001-06-05,5,6,2,2001
888,2001-06-06,6,6,2,2001
889,2001-06-07,7,6,2,2001
890,2001-06-08,8,6,2,2001
891,2001-06-09,9,6,2,2001
892,2001-06-10,10,6,2,2001
893,2001-06-11,11,6,2,2001
894,2001-06-12,12,6,2,2001
895,2001-06-13,13,6,2,2001
896,2001-06-14,14,6,2,2001
897,2001-06-15,15,6,2,2001
898,2001-06-16,16,6,2,2001
899,2001-06-17,17,6,2,2001
900,2001-06-18,18,6,2,2001
901,2001-06-19,19,6,2,2001
902,2001-06-20,20,6,2,2001
903,2001-06-21,21,6,2,2001
904,2001-06-22,22,6,2,2001
905,2001-06-23,23,6,2,2001
906,2001-06-24,24,6,2,2001
907,2001-06-25,25,6,2,2001
908,2001-06-26,26,6,2,2001
909,2001-06-27,27,6,2,2001
910,2001-06-28,28,6,2,2001
911,2001-06-29,29,6,2,2001
912,2001-06-30,30,6,2,2001
913,2001-07-01,1,7,2,2001
914,2001-07-02,2,7,2,2001
915,2001-07-03,3,7,2,2001
916,2001-07-04,4,7,2,2001
917,2001-07-05,5,7,2,2001
918,2001-07-06,6,7,2,2001
919,2001-07-07,7,7,2,2001
920,2001-07-08,8,7,2,2001
921,2001-07-09,9,7,2,2001
922,2001-07-10,10,7,2,2001
923,2001-07-11,11,7,2,2001
924,2001-07-12,12,7,2,2001
925,2001-07-13,13,7,2,2001
926,2001-07-14,14,7,2,2001
927,2001-07-15,15,7,2,2001
928,2001-07-16,16,7,2,2001
929,2001-07-17,17,7,2,2001
930,2001-07-18,18,7,2,2001
931,2001-07-19,19,7,2,2001
932,2001-07-20,20,7,2,2001
933,2001-07-21,21,7,2,2001
934,2001-07-22,22,7,2,2001
935,2001-07-23,23,7,2,2001
936,2001-07-24,24,7,2,2001
937,2001-07-25,25,7,2,2001
938,2001-07-26,26,7,2,2001
939,2001-07-27,27,7,2,2001
940,2001-07-28,28,7,2,2001
941,2001-07-29,29,7,2,2001
942,2001-07-30,30,7,2,2001
943,2001-07-31,31,7,2,2001
944,2001-08-01,1,8,3,2001
945,2001-08-02,2,8,3,2001
946,2001-08-03,3,8,3,2001
947,2001-08-04,4,8,3,2001
948,2001-08-05,5,8,3,2001
949,2001-08-06,6,8,3,2001
950,2001-08-07,7,8,3,2001
951,2001-08-08,8,8,3,2001
952,2001-08-09,9,8,3,2001
953,2001-08-10,10,8,3,2001
954,2001-08-11,11,8,3,2001
955,2001-08-12,12,8,3,2001
956,2001-08-13,13,8,3,2001
957,2001-08-14,14,8,3,2001
958,2001-08-15,15,8,3,2001
959,2001-08-16,16,8,3,2001
960,2001-08-17,17,8,3,2001
961,2001-08-18,18,8,3,2001
962,2001-08-19,19,8,3,2001
963,2001-08-20,20,8,3,2001
964,2001-08-21,21,8,3,2001
965,2001-08-22,22,8,3,2001
966,2001-08-23,23,8,3,2001
967,2001-08-24,24,8,3,2001
968,2001-08-25,25,8,3,2001
969,2001-08-26,26,8,3,2001
970,2001-08-27,27,8,3,2001
971,2001-08-28,28,8,3,2001
972,2001-08-29,29,8,3,2001
973,2001-08-30,30,8,3,2001
974,2001-08-31,31,8,3,2001
975,2001-09-01,1,9,3,2001
976,2001-09-02,2,9,3,2001
977,2001-09-03,3,9,3,2001
978,2001-09-04,4,9,3,2001
979,2001-09-05,5,9,3,2001
980,2001-09-06,6,9,3,2001
981,2001-09-07,7,9,3,2001
982,2001-09-08,8,9,3,2001
983,2001-09-09,9,9,3,2001
984,2001-09-10,10,9,3,2001
985,2001-09-11,11,9,3,2001
986,2001-09-12,12,9,3,2001
987,2001-09-13,13,9,3,2001
988,2001-09-14,14,9,3,2001
989,2001-09-15,15,9,3,2001
990,2001-09-16,16,9,3,2001
991,2001-09-17,17,9,3,2001
992,2001-09-18,18,9,3,2001
993,2001-09-19,19,9,3,2001
994,2001-09-20,20,9,3,2001
995,2001-09-21,21,9,3,2001
996,2001-09-22,22,9,3,2001
997,2001-09-23,23,9,3,2001
998,2001-09-24,24,9,3,2001
999,2001-09-25,25,9,3,2001
1000,2001-09-26,26,9,3,2001
1001,2001-09-27,27,9,3,2001
1002,2001-09-28,28,9,3,2001
1003,2001-09-29,29,9,3,2001
1004,2001-09-30,30,9,3,2001
1005,2001-10-01,1,10,3,2001
1006,2001-10-02,2,10,3,2001
1007,2001-10-03,3,10,3,2001
1008,2001-10-04,4,10,3,2001
1009,2001-10-05,5,10,3,2001
1010,2001-10-06,6,10,3,2001
1011,2001-10-07,7,10,3,2001
1012,2001-10-08,8,10,3,2001
1013,2001-10-09,9,10,3,2001
1014,2001-10-10,10,10,3,2001
1015,2001-10-11,11,10,3,2001
1016,2001-10-12,12,10,3,2001
1017,2001-10-13,13,10,3,2001
1018,2001-10-14,14,10,3,2001
1019,2001-10-15,15,10,3,2001
1020,2001-10-16,16,10,3,2001
1021,2001-10-17,17,10,3,2001
1022,2001-10-18,18,10,3,2001
1023,2001-10-19,19,10,3,2001
1024,2001-10-20,20,10,3,2001
1025,2001-10-21,21,10,3,2001
1026,2001-10-22,22,10,3,2001
1027,2001-10-23,23,10,3,2001
1028,2001-10-24,24,10,3,2001
1029,2001-10-25,25,10,3,2001
1030,2001-10-26,26,10,3,2001
1031,2001-10-27,27,10,3,2001
1032,2001-10-28,28,10,3,2001
1033,2001-10-29,29,10,3,2001
1034,2001-10-30,30,10,3,2001
1035,2001-10-31,31,10,3,2001
1036,2001-11-01,1,11,3,2001
1037,2001-11-02,2,11,3,2001
1038,2001-11-03,3,11,3,2001
1039,2001-11-04,4,11,3,2001
1040,2001-11-05,5,11,3,2001
1041,2001-11-06,6,11,3,2001
1042,2001-11-07,7,11,3,2001
1043,2001-11-08,8,11,3,2001
1044,2001-11-09,9,11,3,2001
1045,2001-11-10,10,11,3,2001
1046,2001-11-11,11,11,3,2001
1047,2001-11-12,12,11,3,2001
1048,2001-11-13,13,11,3,2001
1049,2001-11-14,14,11,3,2001
1050,2001-11-15,15,11,3,2001
1051,2001-11-16,16,11,3,2001
1052,2001-11-17,17,11,3,2001
1053,2001-11-18,18,11,3,2001
1054,2001-11-19,19,11,3,2001
1055,2001-11-20,20,11,3,2001
1056,2001-11-21,21,11,3,2001
1057,2001-11-22,22,11,3,2001
1058,2001-11-23,23,11,3,2001
1059,2001-11-24,24,11,3,2001
1060,2001-11-25,25,11,3,2001
1061,2001-11-26,26,11,3,2001
1062,2001-11-27,27,11,3,2001
1063,2001-11-28,28,11,3,2001
1064,2001-11-29,29,11,3,2001
1065,2001-11-30,30,11,3,2001
1066,2001-12-01,1,12,4,2001
1067,2001-12-02,2,12,4,2001
1068,2001-12-03,3,12,4,2001
1069,2001-12-04,4,12,4,2001
1070,2001-12-05,5,12,4,2001
1071,2001-12-06,6,12,4,2001
1072,2001-12-07,7,12,4,2001
1073,2001-12-08,8,12,4,2001
1074,2001-12-09,9,12,4,2001
1075,2001-12-10,10,12,4,2001
1076,2001-12-11,11,12,4,2001
1077,2001-12-12,12,12,4,2001
1078,2001-12-13,13,12,4,2001
1079,2001-12-14,14,12,4,2001
1080,2001-12-15,15,12,4,2001
1081,2001-12-16,16,12,4,2001
1082,2001-12-17,17,12,4,2001
1083,2001-12-18,18,12,4,2001
1084,2001-12-19,19,12,4,2001
1085,2001-12-20,20,12,4,2001
1086,2001-12-21,21,12,4,2001
1087,2001-12-22,22,12,4,2001
1088,2001-12-23,23,12,4,2001
1089,2001-12-24,24,12,4,2001
1090,2001-12-25,25,12,4,2001
1091,2001-12-26,26,12,4,2001
1092,2001-12-27,27,12,4,2001
1093,2001-12-28,28,12,4,2001
1094,2001-12-29,29,12,4,2001
1095,2001-12-30,30,12,4,2001
1096,2001-12-31,31,12,4,2001
